timestamp,temperature,humidity,CO2CosIRValue,CO2MG811Value,MOX1,MOX2,MOX3,MOX4,COValue
2020-01-25 00:07:29.463867+01:00,20.75,55.45,124.0,495.0,523.0,694.0,652.0,592.0,134.0
2020-01-25 00:07:49.147401+01:00,20.74,55.45,124.0,496.0,524.0,694.0,652.0,592.0,135.0
2020-01-25 00:08:09.458565+01:00,20.73,55.49,124.0,495.0,524.0,694.0,652.0,592.0,135.0
2020-01-25 00:08:29.534236+01:00,20.69,55.49,124.0,496.0,523.0,694.0,652.0,592.0,134.0
2020-01-25 00:08:49.185108+01:00,20.69,55.5,124.0,495.0,523.0,694.0,652.0,592.0,134.0
2020-01-25 00:09:09.149428+01:00,20.66,55.53,124.0,495.0,524.0,694.0,652.0,592.0,134.0
2020-01-25 00:09:29.176916+01:00,20.65,55.53,124.0,495.0,524.0,695.0,652.0,592.0,134.0
2020-01-25 00:09:49.467755+01:00,20.57,55.54,122.0,496.0,524.0,695.0,653.0,592.0,134.0
2020-01-25 00:10:09.514737+01:00,20.56,55.54,122.0,496.0,524.0,695.0,653.0,592.0,134.0
2020-01-25 00:10:29.159187+01:00,20.54,55.54,122.0,496.0,524.0,695.0,653.0,592.0,135.0
2020-01-25 00:10:49.565905+01:00,20.54,55.58,122.0,496.0,524.0,695.0,653.0,593.0,135.0
2020-01-25 00:11:09.463200+01:00,20.54,55.58,122.0,496.0,524.0,695.0,653.0,593.0,135.0
2020-01-25 00:11:29.316080+01:00,20.5,55.64,122.0,496.0,524.0,695.0,653.0,593.0,135.0
2020-01-25 00:11:49.243230+01:00,20.5,55.81,122.0,496.0,524.0,695.0,653.0,593.0,134.0
2020-01-25 00:12:09.149618+01:00,20.5,55.88,122.0,496.0,524.0,695.0,653.0,593.0,133.0
2020-01-25 00:12:29.161111+01:00,20.5,55.88,121.0,496.0,524.0,695.0,653.0,593.0,133.0
2020-01-25 00:12:49.257957+01:00,20.5,55.81,122.0,496.0,524.0,695.0,653.0,593.0,133.0
2020-01-25 00:13:09.150523+01:00,20.5,55.81,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:13:29.287816+01:00,20.54,55.81,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:13:49.248975+01:00,20.61,55.81,122.0,495.0,524.0,695.0,653.0,592.0,134.0
2020-01-25 00:14:09.380005+01:00,20.61,55.78,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:14:29.325884+01:00,20.63,55.78,123.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:14:49.342313+01:00,20.63,55.78,123.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:15:09.137950+01:00,20.64,55.78,123.0,495.0,524.0,695.0,653.0,592.0,132.0
2020-01-25 00:15:29.173173+01:00,20.64,55.69,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:15:49.291404+01:00,20.64,55.68,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:16:09.271693+01:00,20.64,55.58,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:16:29.236260+01:00,20.64,55.58,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:16:49.246515+01:00,20.64,55.69,122.0,495.0,524.0,695.0,653.0,592.0,133.0
2020-01-25 00:17:09.304395+01:00,20.64,55.58,122.0,496.0,524.0,695.0,653.0,593.0,133.0
2020-01-25 00:17:29.327954+01:00,20.6,55.58,122.0,496.0,523.0,695.0,653.0,592.0,132.0
2020-01-25 00:17:49.470619+01:00,20.58,55.69,122.0,496.0,523.0,695.0,653.0,592.0,132.0
2020-01-25 00:18:09.336639+01:00,20.57,55.58,122.0,496.0,523.0,695.0,653.0,592.0,131.0
2020-01-25 00:18:29.257490+01:00,20.57,55.78,122.0,496.0,523.0,695.0,653.0,592.0,132.0
2020-01-25 00:18:49.510566+01:00,20.54,55.56,123.0,496.0,523.0,695.0,653.0,593.0,132.0
2020-01-25 00:19:09.253908+01:00,20.57,55.56,123.0,495.0,523.0,695.0,653.0,593.0,132.0
2020-01-25 00:19:29.378992+01:00,20.57,55.54,123.0,495.0,523.0,695.0,653.0,593.0,131.0
2020-01-25 00:19:49.137711+01:00,20.57,55.72,124.0,495.0,523.0,696.0,653.0,593.0,131.0
2020-01-25 00:20:09.365834+01:00,20.57,55.54,124.0,496.0,523.0,696.0,653.0,593.0,132.0
2020-01-25 00:20:29.249377+01:00,20.57,55.52,124.0,496.0,523.0,696.0,653.0,593.0,132.0
2020-01-25 00:20:49.476411+01:00,20.57,55.47,121.0,496.0,523.0,696.0,653.0,593.0,131.0
2020-01-25 00:21:09.498664+01:00,20.54,55.47,121.0,496.0,523.0,696.0,654.0,594.0,131.0
2020-01-25 00:21:29.232407+01:00,20.51,55.47,124.0,496.0,523.0,696.0,654.0,595.0,132.0
2020-01-25 00:21:49.153845+01:00,20.51,55.54,124.0,496.0,523.0,696.0,654.0,595.0,132.0
2020-01-25 00:22:09.151595+01:00,20.51,55.54,121.0,496.0,524.0,696.0,654.0,594.0,132.0
2020-01-25 00:22:29.241127+01:00,20.42,55.71,121.0,496.0,524.0,696.0,654.0,594.0,132.0
2020-01-25 00:22:49.349665+01:00,20.4,55.72,123.0,496.0,523.0,696.0,654.0,594.0,132.0
2020-01-25 00:23:09.354853+01:00,20.32,55.79,124.0,496.0,523.0,696.0,654.0,594.0,132.0
2020-01-25 00:23:29.147909+01:00,20.16,56.26,124.0,496.0,523.0,695.0,654.0,592.0,132.0
2020-01-25 00:23:49.140193+01:00,20.1,56.73,124.0,495.0,523.0,695.0,654.0,592.0,132.0
2020-01-25 00:24:09.227229+01:00,20.1,56.87,125.0,495.0,523.0,695.0,653.0,592.0,132.0
2020-01-25 00:24:29.228821+01:00,20.1,56.87,125.0,495.0,523.0,695.0,653.0,591.0,132.0
2020-01-25 00:24:49.126224+01:00,20.1,56.87,124.0,495.0,523.0,695.0,653.0,591.0,132.0
2020-01-25 00:25:09.312781+01:00,20.1,56.87,124.0,495.0,523.0,695.0,653.0,591.0,133.0
2020-01-25 00:25:29.411017+01:00,20.1,56.87,124.0,495.0,523.0,695.0,653.0,591.0,132.0
2020-01-25 00:25:49.431794+01:00,20.32,56.87,124.0,495.0,523.0,695.0,653.0,591.0,132.0
2020-01-25 00:26:09.225270+01:00,20.32,56.6,123.0,495.0,523.0,696.0,653.0,591.0,133.0
2020-01-25 00:26:29.539794+01:00,20.33,56.59,123.0,495.0,523.0,696.0,653.0,591.0,133.0
2020-01-25 00:26:49.294190+01:00,20.4,56.01,122.0,495.0,524.0,696.0,654.0,593.0,133.0
2020-01-25 00:27:09.204082+01:00,20.4,56.01,122.0,495.0,524.0,696.0,654.0,593.0,133.0
2020-01-25 00:27:29.119642+01:00,20.4,55.92,121.0,495.0,524.0,696.0,654.0,593.0,132.0
2020-01-25 00:27:49.265542+01:00,20.4,55.9,121.0,495.0,524.0,697.0,654.0,595.0,132.0
2020-01-25 00:28:09.241959+01:00,20.44,55.84,121.0,496.0,525.0,697.0,654.0,595.0,132.0
2020-01-25 00:28:29.351335+01:00,20.44,55.84,122.0,496.0,525.0,697.0,654.0,595.0,132.0
2020-01-25 00:28:49.326943+01:00,20.45,55.78,122.0,495.0,525.0,697.0,654.0,595.0,132.0
2020-01-25 00:29:09.225337+01:00,20.46,55.84,122.0,495.0,525.0,697.0,654.0,595.0,132.0
2020-01-25 00:29:29.314862+01:00,20.46,55.84,122.0,495.0,525.0,697.0,654.0,594.0,132.0
2020-01-25 00:29:49.375084+01:00,20.46,55.9,122.0,495.0,525.0,696.0,654.0,594.0,131.0
2020-01-25 00:30:10.484531+01:00,20.46,55.93,122.0,496.0,525.0,696.0,654.0,595.0,131.0
2020-01-25 00:30:29.227247+01:00,20.47,56.0,122.0,496.0,524.0,696.0,654.0,595.0,131.0
2020-01-25 00:30:49.326659+01:00,20.47,56.0,122.0,496.0,525.0,696.0,654.0,594.0,131.0
2020-01-25 00:31:09.301385+01:00,20.47,56.0,122.0,496.0,525.0,696.0,654.0,594.0,130.0
2020-01-25 00:31:29.350279+01:00,20.47,56.09,122.0,496.0,525.0,696.0,654.0,594.0,131.0
2020-01-25 00:31:49.302658+01:00,20.46,56.15,122.0,495.0,525.0,696.0,654.0,594.0,130.0
2020-01-25 00:32:09.209649+01:00,20.46,56.09,122.0,496.0,525.0,696.0,654.0,594.0,130.0
2020-01-25 00:32:29.256295+01:00,20.46,56.09,122.0,496.0,525.0,696.0,654.0,594.0,131.0
2020-01-25 00:32:49.202498+01:00,20.46,56.09,122.0,496.0,525.0,696.0,654.0,594.0,131.0
2020-01-25 00:33:09.303991+01:00,20.46,56.05,122.0,496.0,524.0,696.0,654.0,594.0,131.0
2020-01-25 00:33:29.110889+01:00,20.46,56.0,122.0,496.0,524.0,696.0,654.0,594.0,131.0
2020-01-25 00:33:49.122198+01:00,20.46,56.0,124.0,496.0,524.0,696.0,654.0,594.0,131.0
2020-01-25 00:34:09.483276+01:00,20.46,55.97,124.0,496.0,524.0,696.0,654.0,594.0,130.0
2020-01-25 00:34:29.343226+01:00,20.48,55.88,122.0,496.0,524.0,696.0,654.0,594.0,130.0
2020-01-25 00:34:49.239765+01:00,20.48,55.93,124.0,496.0,523.0,696.0,654.0,594.0,130.0
2020-01-25 00:35:10.286813+01:00,20.5,55.88,124.0,496.0,523.0,696.0,654.0,594.0,130.0
2020-01-25 00:35:29.223219+01:00,20.51,55.83,124.0,496.0,523.0,696.0,654.0,594.0,131.0
2020-01-25 00:35:49.323630+01:00,20.51,55.82,124.0,496.0,523.0,696.0,654.0,594.0,131.0
2020-01-25 00:36:09.129878+01:00,20.51,55.79,124.0,496.0,523.0,696.0,654.0,594.0,131.0
2020-01-25 00:36:29.463296+01:00,20.51,55.75,124.0,496.0,523.0,696.0,654.0,594.0,131.0
2020-01-25 00:36:49.423572+01:00,20.5,55.75,121.0,496.0,523.0,697.0,654.0,594.0,131.0
2020-01-25 00:37:09.318843+01:00,20.48,55.7,121.0,496.0,523.0,697.0,655.0,594.0,131.0
2020-01-25 00:37:29.400974+01:00,20.46,55.7,121.0,496.0,523.0,698.0,655.0,595.0,131.0
2020-01-25 00:37:49.384466+01:00,20.44,55.7,121.0,496.0,523.0,697.0,655.0,596.0,131.0
2020-01-25 00:38:09.360414+01:00,20.43,55.7,121.0,496.0,523.0,697.0,655.0,596.0,131.0
2020-01-25 00:38:29.313445+01:00,20.42,55.7,121.0,496.0,524.0,697.0,655.0,596.0,131.0
2020-01-25 00:38:49.344129+01:00,20.39,55.7,120.0,496.0,524.0,697.0,655.0,596.0,131.0
2020-01-25 00:39:09.231628+01:00,20.38,55.83,120.0,496.0,525.0,697.0,655.0,596.0,132.0
2020-01-25 00:39:29.240865+01:00,20.36,55.95,121.0,497.0,525.0,697.0,655.0,596.0,131.0
2020-01-25 00:39:49.451914+01:00,20.33,56.31,120.0,497.0,525.0,696.0,655.0,596.0,131.0
2020-01-25 00:40:09.425194+01:00,20.35,56.35,120.0,497.0,525.0,696.0,655.0,595.0,131.0
2020-01-25 00:40:29.222769+01:00,20.31,56.4,120.0,497.0,525.0,696.0,654.0,595.0,131.0
2020-01-25 00:40:49.350292+01:00,20.31,56.4,119.0,496.0,525.0,696.0,654.0,595.0,131.0
2020-01-25 00:41:09.354278+01:00,20.31,56.4,119.0,496.0,525.0,696.0,654.0,595.0,130.0
2020-01-25 00:41:29.210919+01:00,20.29,56.46,119.0,496.0,525.0,696.0,654.0,594.0,130.0
2020-01-25 00:41:49.209270+01:00,20.28,56.46,119.0,496.0,524.0,696.0,654.0,594.0,130.0
2020-01-25 00:42:09.499694+01:00,20.28,56.46,119.0,496.0,524.0,696.0,654.0,593.0,130.0
2020-01-25 00:42:29.441191+01:00,20.28,56.4,119.0,495.0,524.0,696.0,653.0,593.0,130.0
2020-01-25 00:42:49.121667+01:00,20.28,56.4,118.0,495.0,523.0,696.0,653.0,592.0,129.0
2020-01-25 00:43:09.167851+01:00,20.28,56.4,118.0,495.0,523.0,696.0,653.0,592.0,129.0
2020-01-25 00:43:29.298833+01:00,20.29,56.38,118.0,495.0,523.0,696.0,653.0,592.0,129.0
2020-01-25 00:43:49.295661+01:00,20.28,56.34,119.0,495.0,523.0,696.0,653.0,592.0,129.0
2020-01-25 00:44:09.247075+01:00,20.28,56.28,119.0,495.0,523.0,697.0,653.0,593.0,129.0
2020-01-25 00:44:29.097252+01:00,20.24,56.17,119.0,495.0,523.0,697.0,654.0,593.0,129.0
2020-01-25 00:44:49.108001+01:00,20.24,56.17,119.0,495.0,523.0,697.0,654.0,593.0,129.0
2020-01-25 00:45:09.566935+01:00,20.27,56.17,120.0,496.0,523.0,697.0,655.0,595.0,129.0
2020-01-25 00:45:29.251545+01:00,20.27,56.16,120.0,495.0,523.0,697.0,655.0,595.0,129.0
2020-01-25 00:45:49.353349+01:00,20.27,56.16,120.0,496.0,524.0,697.0,655.0,595.0,129.0
2020-01-25 00:46:09.307442+01:00,20.27,56.16,120.0,496.0,524.0,697.0,655.0,595.0,130.0
2020-01-25 00:46:30.441952+01:00,20.27,56.16,120.0,496.0,524.0,697.0,655.0,596.0,130.0
2020-01-25 00:46:49.138404+01:00,20.27,56.16,121.0,496.0,524.0,698.0,655.0,596.0,129.0
2020-01-25 00:47:09.201023+01:00,20.27,56.19,121.0,496.0,524.0,698.0,655.0,595.0,129.0
2020-01-25 00:47:29.105422+01:00,20.26,56.19,120.0,496.0,525.0,698.0,655.0,595.0,130.0
2020-01-25 00:47:49.295528+01:00,20.26,56.22,120.0,496.0,526.0,698.0,655.0,595.0,130.0
2020-01-25 00:48:09.266011+01:00,20.26,56.31,120.0,496.0,526.0,698.0,655.0,596.0,130.0
2020-01-25 00:48:29.380519+01:00,20.26,56.35,120.0,496.0,526.0,698.0,655.0,596.0,129.0
2020-01-25 00:48:49.098801+01:00,20.21,56.45,120.0,495.0,526.0,698.0,655.0,596.0,129.0
2020-01-25 00:49:09.310280+01:00,20.18,56.49,120.0,496.0,526.0,697.0,655.0,596.0,129.0
2020-01-25 00:49:29.198418+01:00,20.15,56.8,120.0,496.0,526.0,697.0,655.0,596.0,130.0
2020-01-25 00:49:49.241996+01:00,20.15,56.81,120.0,496.0,526.0,697.0,655.0,595.0,129.0
2020-01-25 00:50:09.243808+01:00,20.15,56.81,121.0,496.0,526.0,697.0,655.0,595.0,129.0
2020-01-25 00:50:29.207091+01:00,20.15,56.81,121.0,496.0,526.0,697.0,654.0,595.0,130.0
2020-01-25 00:50:49.257199+01:00,20.15,56.81,122.0,496.0,526.0,697.0,654.0,595.0,130.0
2020-01-25 00:51:09.293931+01:00,20.15,56.81,122.0,496.0,525.0,697.0,654.0,595.0,129.0
2020-01-25 00:51:29.351293+01:00,20.18,56.87,122.0,496.0,525.0,697.0,654.0,595.0,129.0
2020-01-25 00:51:49.400924+01:00,20.18,56.81,122.0,496.0,525.0,697.0,654.0,595.0,129.0
2020-01-25 00:52:09.237084+01:00,20.25,56.76,122.0,496.0,525.0,697.0,654.0,594.0,129.0
2020-01-25 00:52:29.210318+01:00,20.25,56.64,122.0,496.0,525.0,697.0,654.0,594.0,129.0
2020-01-25 00:52:49.265813+01:00,20.25,56.64,122.0,496.0,525.0,697.0,654.0,594.0,129.0
2020-01-25 00:53:09.421786+01:00,20.25,56.64,122.0,496.0,525.0,697.0,654.0,594.0,129.0
2020-01-25 00:53:29.298019+01:00,20.25,56.59,122.0,496.0,525.0,697.0,654.0,594.0,129.0
2020-01-25 00:53:49.362179+01:00,20.25,56.64,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:54:09.109699+01:00,20.25,56.64,121.0,496.0,524.0,697.0,654.0,594.0,129.0
2020-01-25 00:54:29.375157+01:00,20.25,56.64,121.0,496.0,524.0,697.0,654.0,594.0,129.0
2020-01-25 00:54:49.405818+01:00,20.26,56.62,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:55:09.238212+01:00,20.27,56.59,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:55:29.262043+01:00,20.26,56.62,121.0,496.0,523.0,697.0,654.0,595.0,129.0
2020-01-25 00:55:50.550305+01:00,20.2,56.62,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:56:09.093941+01:00,20.25,56.62,121.0,496.0,524.0,697.0,654.0,596.0,129.0
2020-01-25 00:56:29.205744+01:00,20.27,56.62,121.0,496.0,524.0,697.0,654.0,596.0,129.0
2020-01-25 00:56:49.377555+01:00,20.27,56.56,121.0,496.0,524.0,697.0,654.0,596.0,129.0
2020-01-25 00:57:09.315464+01:00,20.27,56.62,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:57:29.150097+01:00,20.27,56.62,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:57:49.094395+01:00,20.25,56.62,121.0,496.0,524.0,697.0,654.0,595.0,129.0
2020-01-25 00:58:09.303014+01:00,20.22,56.63,121.0,496.0,524.0,696.0,654.0,595.0,128.0
2020-01-25 00:58:29.174233+01:00,20.22,56.64,121.0,496.0,524.0,694.0,652.0,593.0,128.0
2020-01-25 00:58:49.238268+01:00,20.2,56.81,122.0,496.0,524.0,692.0,651.0,591.0,128.0
2020-01-25 00:59:09.194649+01:00,20.2,56.91,122.0,496.0,524.0,692.0,651.0,590.0,128.0
2020-01-25 00:59:29.301605+01:00,20.2,56.91,122.0,496.0,524.0,692.0,649.0,589.0,128.0
2020-01-25 00:59:49.292182+01:00,20.2,56.94,121.0,496.0,524.0,690.0,649.0,589.0,128.0
2020-01-25 01:00:09.225668+01:00,20.17,57.0,121.0,496.0,524.0,690.0,649.0,588.0,128.0
2020-01-25 01:00:29.355218+01:00,20.17,57.19,121.0,496.0,523.0,690.0,648.0,588.0,128.0
2020-01-25 01:00:49.302840+01:00,20.16,57.19,122.0,496.0,523.0,690.0,648.0,588.0,128.0
2020-01-25 01:01:09.271440+01:00,20.16,57.19,123.0,496.0,523.0,690.0,648.0,588.0,128.0
2020-01-25 01:01:29.304455+01:00,20.14,57.17,124.0,496.0,523.0,690.0,648.0,588.0,128.0
2020-01-25 01:01:49.154117+01:00,20.14,57.17,124.0,496.0,523.0,690.0,649.0,589.0,128.0
2020-01-25 01:02:09.189728+01:00,20.14,57.14,124.0,496.0,523.0,690.0,649.0,589.0,129.0
2020-01-25 01:02:29.305878+01:00,20.14,57.14,124.0,496.0,523.0,691.0,649.0,589.0,129.0
2020-01-25 01:02:49.301793+01:00,20.12,57.1,124.0,495.0,524.0,691.0,649.0,589.0,128.0
2020-01-25 01:03:09.362363+01:00,20.12,57.1,124.0,495.0,524.0,691.0,649.0,589.0,128.0
2020-01-25 01:03:29.433251+01:00,20.11,57.1,124.0,495.0,524.0,691.0,649.0,589.0,128.0
2020-01-25 01:03:49.182281+01:00,20.11,57.03,124.0,495.0,524.0,691.0,650.0,589.0,128.0
2020-01-25 01:04:09.220885+01:00,20.11,56.93,124.0,495.0,524.0,692.0,650.0,589.0,128.0
2020-01-25 01:04:29.227849+01:00,20.1,56.9,124.0,495.0,524.0,692.0,650.0,590.0,128.0
2020-01-25 01:04:49.390787+01:00,20.1,56.9,124.0,495.0,524.0,692.0,650.0,590.0,129.0
2020-01-25 01:05:09.298789+01:00,20.04,56.9,122.0,495.0,524.0,693.0,652.0,590.0,129.0
2020-01-25 01:05:29.389175+01:00,20.0,56.87,122.0,495.0,524.0,694.0,652.0,590.0,129.0
2020-01-25 01:05:49.261518+01:00,19.98,56.79,122.0,495.0,524.0,695.0,652.0,590.0,128.0
2020-01-25 01:06:09.516703+01:00,19.97,56.79,122.0,495.0,524.0,695.0,653.0,591.0,128.0
2020-01-25 01:06:29.208823+01:00,19.97,56.59,122.0,495.0,524.0,696.0,653.0,591.0,128.0
2020-01-25 01:06:49.084532+01:00,19.96,56.49,122.0,495.0,525.0,697.0,655.0,591.0,128.0
2020-01-25 01:07:09.293014+01:00,19.96,56.07,122.0,495.0,525.0,697.0,655.0,591.0,128.0
2020-01-25 01:07:29.258434+01:00,19.94,55.73,122.0,495.0,525.0,698.0,655.0,592.0,128.0
2020-01-25 01:07:49.278112+01:00,19.94,55.31,122.0,495.0,525.0,700.0,658.0,592.0,128.0
2020-01-25 01:08:09.384578+01:00,19.92,54.5,121.0,495.0,526.0,704.0,661.0,594.0,128.0
2020-01-25 01:08:29.406291+01:00,19.76,53.61,119.0,495.0,526.0,704.0,663.0,599.0,128.0
2020-01-25 01:08:49.192367+01:00,19.71,53.57,118.0,496.0,527.0,706.0,664.0,599.0,128.0
2020-01-25 01:09:09.424697+01:00,19.65,53.31,117.0,496.0,528.0,707.0,665.0,599.0,128.0
2020-01-25 01:09:29.420461+01:00,19.64,52.94,116.0,496.0,529.0,710.0,668.0,604.0,128.0
2020-01-25 01:09:49.080315+01:00,19.6,52.72,115.0,496.0,530.0,713.0,669.0,604.0,128.0
2020-01-25 01:10:09.089131+01:00,19.58,52.71,115.0,497.0,532.0,715.0,672.0,609.0,128.0
2020-01-25 01:10:29.134156+01:00,19.56,52.4,112.0,497.0,533.0,718.0,676.0,610.0,128.0
2020-01-25 01:10:49.177035+01:00,19.54,52.4,112.0,497.0,533.0,719.0,677.0,614.0,128.0
2020-01-25 01:11:09.082777+01:00,19.54,52.4,112.0,497.0,536.0,719.0,677.0,614.0,128.0
2020-01-25 01:11:29.077910+01:00,19.54,52.28,112.0,497.0,536.0,719.0,677.0,614.0,128.0
2020-01-25 01:11:49.405070+01:00,19.54,52.28,112.0,497.0,537.0,719.0,677.0,614.0,128.0
2020-01-25 01:12:09.281629+01:00,19.54,52.28,110.0,497.0,537.0,719.0,677.0,614.0,128.0
2020-01-25 01:12:29.089767+01:00,19.56,52.94,110.0,497.0,537.0,719.0,677.0,614.0,127.0
2020-01-25 01:12:49.286478+01:00,19.56,53.58,110.0,497.0,537.0,717.0,676.0,614.0,127.0
2020-01-25 01:13:09.288181+01:00,19.58,53.69,111.0,497.0,537.0,716.0,674.0,614.0,127.0
2020-01-25 01:13:29.211375+01:00,19.62,53.71,111.0,497.0,537.0,714.0,674.0,612.0,126.0
2020-01-25 01:13:49.277966+01:00,19.62,53.73,111.0,497.0,536.0,713.0,672.0,609.0,126.0
2020-01-25 01:14:09.343735+01:00,19.63,53.74,111.0,497.0,536.0,712.0,671.0,609.0,126.0
2020-01-25 01:14:29.171427+01:00,19.63,53.74,111.0,497.0,536.0,712.0,671.0,608.0,126.0
2020-01-25 01:14:49.174252+01:00,19.66,53.81,111.0,497.0,535.0,712.0,670.0,608.0,126.0
2020-01-25 01:15:09.651575+01:00,19.66,54.24,112.0,497.0,535.0,711.0,670.0,608.0,126.0
2020-01-25 01:15:29.412510+01:00,19.66,54.24,112.0,497.0,535.0,711.0,670.0,608.0,126.0
2020-01-25 01:15:49.135653+01:00,19.68,53.95,112.0,497.0,535.0,710.0,670.0,608.0,125.0
2020-01-25 01:16:09.601541+01:00,19.71,53.95,112.0,497.0,535.0,710.0,669.0,608.0,125.0
2020-01-25 01:16:29.378390+01:00,19.73,53.95,112.0,497.0,535.0,710.0,669.0,608.0,125.0
2020-01-25 01:16:49.214960+01:00,19.73,53.95,112.0,497.0,535.0,710.0,669.0,608.0,125.0
2020-01-25 01:17:09.399021+01:00,19.73,54.24,112.0,497.0,536.0,710.0,669.0,608.0,125.0
2020-01-25 01:17:29.281118+01:00,19.73,53.95,111.0,497.0,536.0,710.0,669.0,608.0,125.0
2020-01-25 01:17:49.103138+01:00,19.76,53.93,111.0,497.0,536.0,710.0,669.0,608.0,125.0
2020-01-25 01:18:09.321764+01:00,19.79,53.92,111.0,497.0,536.0,710.0,669.0,608.0,125.0
2020-01-25 01:18:29.452398+01:00,19.8,53.92,111.0,497.0,536.0,710.0,669.0,608.0,124.0
2020-01-25 01:18:49.201022+01:00,19.81,53.89,110.0,497.0,536.0,710.0,669.0,609.0,124.0
2020-01-25 01:19:09.167157+01:00,19.81,53.86,110.0,498.0,536.0,710.0,669.0,609.0,124.0
2020-01-25 01:19:29.166707+01:00,19.87,53.78,111.0,498.0,536.0,710.0,669.0,609.0,124.0
2020-01-25 01:19:49.216021+01:00,19.87,53.71,110.0,498.0,537.0,710.0,669.0,609.0,124.0
2020-01-25 01:20:09.269389+01:00,19.91,53.63,108.0,498.0,537.0,710.0,669.0,609.0,124.0
2020-01-25 01:20:29.167088+01:00,19.91,53.53,108.0,498.0,537.0,709.0,669.0,609.0,124.0
2020-01-25 01:20:49.166250+01:00,19.91,53.51,108.0,498.0,537.0,709.0,668.0,609.0,124.0
2020-01-25 01:21:09.274757+01:00,19.91,53.5,108.0,499.0,537.0,709.0,667.0,609.0,124.0
2020-01-25 01:21:29.347409+01:00,19.91,53.5,108.0,499.0,537.0,708.0,667.0,609.0,124.0
2020-01-25 01:21:49.114234+01:00,19.91,53.5,105.0,499.0,537.0,708.0,667.0,609.0,124.0
2020-01-25 01:22:09.160678+01:00,19.91,53.51,105.0,499.0,538.0,707.0,667.0,609.0,124.0
2020-01-25 01:22:29.217630+01:00,19.89,53.53,105.0,499.0,538.0,707.0,666.0,608.0,124.0
2020-01-25 01:22:49.066332+01:00,19.87,53.69,105.0,498.0,537.0,707.0,665.0,607.0,124.0
2020-01-25 01:23:09.715788+01:00,19.82,53.71,105.0,499.0,537.0,706.0,665.0,605.0,124.0
2020-01-25 01:23:29.371385+01:00,19.82,53.69,104.0,499.0,537.0,706.0,665.0,605.0,124.0
2020-01-25 01:23:49.070905+01:00,19.76,53.69,104.0,499.0,537.0,706.0,665.0,605.0,124.0
2020-01-25 01:24:09.265683+01:00,19.68,53.69,104.0,499.0,537.0,706.0,665.0,605.0,124.0
